"SID","SName","SCity","Address","Risk"
1429,ИП Лебедева И.С.    ,Барнаул             ,Транзитная 8                                      ,1
1438,Мотэк-99            ,Екатеринбург        ,Тургоякская 6                                     ,1
1448,"ГК ""Эталон""         ",Красноярск          ,Урожайная 23                                      ,2
1461,Зет-Стоун           ,Санкт-Петербург     ,Хрустальная 48                                    ,3
1471,Райдос              ,Волгоград           ,Чапаева 23                                        ,3
1480,ИП Карачаров В.В.   ,Ульяновск           ,Чистопольская 19                                  ,3
1493,"ООО ""ИРБИС-ВЕНТ""    ",Челябинск           ,Школьная 16                                       ,1
1502,СлавКабель          ,Тольятти            ,Эстонская 28                                      ,2
1512,"ГК ""ФизТех""         ",Новосибирск         ,Ярославская 20                                    ,3
1522,Мотэк-99            ,Пермь               ,Аносова 25                                        ,2
1531,"ООО ""Абсолют""       ",Тюмень              ,Барбюса 44                                        ,2
1541,ИП Лебедева И.С.    ,Казань              ,Вахтангова 4                                      ,1
1554,Феникс              ,Барнаул             ,Герцена 22                                        ,3
1563,Палекс              ,Екатеринбург        ,Дружбы 21                                         ,1
1574,Синапсис            ,Воронеж             ,Жукова 5                                          ,3
1583,Райдос              ,Владивосток         ,Знаменская 9                                      ,2
1593,Мегаком             ,Челябинск           ,Каменская 33                                      ,3
1601,Зет-Стоун           ,Краснодар           ,Комсомольская 36                                  ,1
1610,Феникс              ,Москва              ,Красноармейская 12                                ,1
1622,"ООО ""Петрикофф""     ",Пермь               ,Липецкая 40                                       ,3
1640,Viva                ,Самара              ,Молодогвардейцев 28                               ,3
1647,Палекс              ,Пермь               ,Новозаводская 19                                  ,2
1659,Янус                ,Ярославль           ,Октябрьская 42                                    ,2
1670,СлавКабель          ,Уфа                 ,Парашютная 17                                     ,2
1681,ИП Лебедева И.С.    ,Тюмень              ,Пусковой 19                                       ,3
1691,"ООО ""Сварожич""      ",Казань              ,Румянцева 9                                       ,2
1701,Кварц               ,Краснодар           ,Севастопольская 13                                ,3
1711,"ООО ""Самоходов""     ",Санкт-Петербург     ,Славянская 42                                     ,2
1723,Райдос              ,Красноярск          ,Танкистов 17                                      ,2
1733,Мегаком             ,Владивосток         ,Троицкая 44                                       ,2
1220,Viva                ,Уфа                 ,Аптечная 49                                       ,3
1230,"ООО ""Петрикофф""     ",Ульяновск           ,Брянская 9                                        ,1
1240,"ООО ""ВиК-инжиниринг""",Самара              ,Винницкая 17                                      ,1
1250,СлавКабель          ,Саратов             ,Героическая 18                                    ,2
1259,ИП Кахраманов Э.Б.  ,Ярославль           ,Достоевского 14                                   ,3
1264,Русинтек            ,Новгород            ,Ереванская 26                                     ,2
1277,ВАЛСИ               ,Тольятти            ,Заслонова 12                                      ,3
1289,ИП Лебедева И.С.    ,Новгород            ,Каменогорская 16                                  ,2
1297,"ООО ""ИРБИС-ВЕНТ""    ",Пермь               ,Коммуны 19                                        ,1
1309,Кварц               ,Ярославль           ,Краснознаменная 15                                ,3
1317,ИП Лебедева И.С.    ,Омск                ,Лермонтова 15                                     ,3
1326,Мотэк-99            ,Краснодар           ,Лучевой 37                                        ,2
1338,"ООО ""МТА""           ",Екатеринбург        ,Монакова 18                                       ,3
1348,Русинтек            ,Красноярск          ,Нязепетровская 22                                 ,3
1357,e-Volt              ,Иркутск             ,Орджоникидзе 23                                   ,1
1371,ИП Кахраманов Э.Б.  ,Волгоград           ,Партизанская 6                                    ,1
1384,"ООО ""Слог""          ",Ярославль           ,Родькина 50                                       ,1
1392,"ГК ""Эталон""         ",Омск                ,Садовая 21                                        ,1
1401,ИП Лебедева И.С.    ,Краснодар           ,Серафимовича 8                                    ,2
1411,"ООО ""Сварожич""      ",Санкт-Петербург     ,Советская 26                                      ,3
1420,"ГК ""Эталон""         ",Уфа                 ,Танкистов 36                                      ,1
1433,Зет-Стоун           ,Владивосток         ,Труда 47                                          ,3
1443,Райдос              ,Челябинск           ,Украинская 42                                     ,3
1453,Мегаком             ,Ижевск              ,Фрунзе 39                                         ,2
1463,Янус                ,Екатеринбург        ,Хуторная 17                                       ,3
1474,СлавКабель          ,Воронеж             ,Чебаркульская 37                                  ,1
1484,"ГК ""ФизТех""         ",Ярославль           ,Шаумяна 2                                         ,2
1491,Янус                ,Казань              ,Ширшова 7                                         ,1
1504,"ГК ""Эталон""         ",Барнаул             ,Южная 27                                          ,3
1514,"ООО ""Эльтадор-М""    ",Новгород            ,Авиационная 39                                    ,1
1524,"ООО ""Слог""          ",Воронеж             ,Аральская 1                                       ,1
1534,"ООО ""МТА""           ",Ярославль           ,Бугурусланская 36                                 ,2
1542,"ООО ""Эльтадор-М""    ",Омск                ,Виллинская 24                                     ,1
1552,"ООО ""Слог""          ",Тольятти            ,Героев Танкограда 19                              ,3
1562,"ООО ""МТА""           ",Новосибирск         ,Достоевского 32                                   ,2
1575,Янус                ,Саратов             ,Жуковского 16                                     ,1
1585,ВАЛСИ               ,Москва              ,Ижевская 36                                       ,3
1595,ИП Кахраманов Э.Б.  ,Уфа                 ,Карельская 35                                     ,1
1607,"ООО ""Сварожич""      ",Иркутск             ,Котина 18                                         ,2
1615,"ООО ""Абсолют""       ",Самара              ,Красносельская 29                                 ,1
1626,"ООО ""Эльтадор-М""    ",Краснодар           ,Луганская 38                                      ,1
1634,Мотэк-99            ,Ярославль           ,Макарова 33                                       ,2
1645,Кварц               ,Уфа                 ,Нахимова 14                                       ,2
1654,"ООО ""Эльтадор-М""    ",Барнаул             ,Обский 1                                          ,3
1661,"ООО ""ИРБИС-ВЕНТ""    ",Санкт-Петербург     ,Оренбургская 3                                    ,3
1673,Кварц               ,Красноярск          ,Паросиловой 1                                     ,1
1684,Русинтек            ,Ярославль           ,Пятницкого 30                                     ,1
1693,e-Volt              ,Челябинск           ,Рябиновая 34                                      ,3
1704,ИП Карачаров В.В.   ,Барнаул             ,Серафимовича 15                                   ,1
1714,Синапсис            ,Новгород            ,Советская 22                                      ,1
1724,Viva                ,Воронеж             ,Телевизионная 31                                  ,3
1712,Русинтек            ,Новосибирск         ,Смирных 48                                        ,3
1722,Феникс              ,Пермь               ,Тагильская 43                                     ,2
1731,Палекс              ,Тюмень              ,Трактовая 28                                      ,2
1738,"ООО ""Эльтадор-М""    ",Екатеринбург        ,Тульская 27                                       ,1
1749,e-Volt              ,Воронеж             ,Университетская Набережная 5                      ,1
1758,"ООО ""МТА""           ",Владивосток         ,Халтурина 27                                      ,3
1768,Русинтек            ,Челябинск           ,Цвиллинга 44                                      ,1
1778,Феникс              ,Ижевск              ,Челябинского Рабочего 28                          ,3
1787,Палекс              ,Новосибирск         ,Шаумяна 6                                         ,3
1798,Синапсис            ,Красноярск          ,Шота Руставели 37                                 ,3
1808,Viva                ,Владивосток         ,Южная 3                                           ,2
1816,ИП Карачаров В.В.   ,Казань              ,Августовская 22                                   ,2
1826,Синапсис            ,Краснодар           ,Аптечная 31                                       ,3
1837,ВАЛСИ               ,Новосибирск         ,Бугурусланская 32                                 ,2
1845,Мегаком             ,Уфа                 ,Виллинская 37                                     ,3
1856,"ООО ""ВиК-инжиниринг""",Тюмень              ,Героическая 24                                    ,1
1865,ВАЛСИ               ,Самара              ,Достоевского 10                                   ,3
1878,"ООО ""Эльтадор-М""    ",Ижевск              ,Жуковского 32                                     ,3
1888,"ООО ""Слог""          ",Екатеринбург        ,Ижевская 31                                       ,3
1896,"ГК ""Эталон""         ",Волгоград           ,Каменская 17                                      ,1
1906,"ООО ""Эльтадор-М""    ",Тюмень              ,Короленко 41                                      ,3
1915,"ООО ""Сварожич""      ",Самара              ,Краснознаменная 22                                ,1
1926,"ООО ""МТА""           ",Краснодар           ,Литейная 50                                       ,1
1935,"ООО ""Самоходов""     ",Москва              ,Магнитогорская 42                                 ,1
1944,"ООО ""Слог""          ",Ростов-на-Дону      ,Монакова 30                                       ,1
1952,"ГК ""Эталон""         ",Тольятти            ,Новосельская 34                                   ,2
1962,"ООО ""Эльтадор-М""    ",Новосибирск         ,Октябрьская 3                                     ,1
1974,Феникс              ,Воронеж             ,Парковая 22                                       ,3
1985,Мегаком             ,Москва              ,Путевая 15                                        ,1
1999,"ООО ""Сварожич""      ",Воронеж             ,Садоводческая 28                                  ,2
2009,Кварц               ,Ярославль           ,Серпуховская 2                                    ,3
2019,"ООО ""Самоходов""     ",Ростов-на-Дону      ,Спорта 13                                         ,1
2028,"ООО ""Слог""          ",Ижевск              ,Телеграфная 30                                    ,1
2037,Кварц               ,Новосибирск         ,Троицкое 3                                        ,1
2046,"ООО ""Эльтадор-М""    ",Волгоград           ,Туруханская 14                                    ,1
2054,Мотэк-99            ,Барнаул             ,Урожайная 47                                      ,1
2065,Кварц               ,Самара              ,Хлебозаводская 47                                 ,3
2075,"ООО ""Самоходов""     ",Саратов             ,Циолковского 33                                   ,3
2085,e-Volt              ,Москва              ,Чехова 5                                          ,2
2094,"ООО ""МТА""           ",Ростов-на-Дону      ,Шершни 10                                         ,3
2104,Русинтек            ,Барнаул             ,Щукина 38                                         ,2
2115,Райдос              ,Самара              ,Якорная 30                                        ,3
2125,Мегаком             ,Саратов             ,Анапский 6                                        ,1
2138,Мотэк-99            ,Екатеринбург        ,Братьев Кашириных 38                              ,1
2143,Райдос              ,Челябинск           ,Варненская 6                                      ,3
2158,"ООО ""Эльтадор-М""    ",Владивосток         ,Героев Танкограда 35                              ,1
2171,Райдос              ,Волгоград           ,Елькина 44                                        ,1
2180,ИП Карачаров В.В.   ,Ульяновск           ,Жукова 37                                         ,1
2188,Русинтек            ,Екатеринбург        ,Златоустовская 45                                 ,1
2201,ВАЛСИ               ,Краснодар           ,Карельская 20                                     ,3
2204,"ГК ""Эталон""         ",Барнаул             ,Каширская 19                                      ,3
1717,"ООО ""ИРБИС-ВЕНТ""    ",Омск                ,Ставропольская 17                                 ,3
1726,СлавКабель          ,Краснодар           ,Тепличная 22                                      ,1
1740,Русинтек            ,Самара              ,Тургенева 6                                       ,3
1751,Райдос              ,Краснодар           ,Урожайная 1                                       ,2
1760,ИП Карачаров В.В.   ,Москва              ,Харьковская 17                                    ,2
1770,Синапсис            ,Уфа                 ,Цимлянская 25                                     ,3
1779,Райдос              ,Барнаул             ,Челябэнерго 45                                    ,3
1793,ИП Лебедева И.С.    ,Челябинск           ,Широкая 24                                        ,2
1806,Феникс              ,Тюмень              ,Эстонский 22                                      ,3
1818,"ООО ""Петрикофф""     ",Челябинск           ,Автомобильная 11                                  ,2
1828,"ООО ""ВиК-инжиниринг""",Ижевск              ,Аргаяшская 34                                     ,3
1835,Райдос              ,Москва              ,Братьев Кашириных 28                              ,2
1848,"ГК ""ФизТех""         ",Красноярск          ,Восход 50                                         ,2
1858,Мотэк-99            ,Владивосток         ,Гидрострой 23                                     ,3
1864,Viva                ,Новгород            ,Долинская 10                                      ,3
1875,ИП Кахраманов Э.Б.  ,Саратов             ,Жигулевская 15                                    ,3
1885,"ООО ""ИРБИС-ВЕНТ""    ",Москва              ,Златоустовская 48                                 ,3
1899,Палекс              ,Воронеж             ,Карпенко 26                                       ,3
1901,Мегаком             ,Краснодар           ,Каширская 42                                      ,3
1910,Синапсис            ,Москва              ,Котина 46                                         ,3
1920,Viva                ,Уфа                 ,Краснофлотская 16                                 ,2
1940,"ООО ""ВиК-инжиниринг""",Самара              ,Марата 6                                          ,3
1950,СлавКабель          ,Саратов             ,Новозаводская 10                                  ,3
1963,"ООО ""Самоходов""     ",Екатеринбург        ,Орджоникидзе 4                                    ,2
1972,"ООО ""Слог""          ",Пермь               ,Пальмовая 22                                      ,1
1983,Палекс              ,Владивосток         ,Пулковская 23                                     ,3
1995,Янус                ,Уфа                 ,Рылеева 17                                        ,1
2006,СлавКабель          ,Тюмень              ,Седовцев 22                                       ,3
2014,"ООО ""Петрикофф""     ",Новгород            ,Славянская 4                                      ,3
2027,"ООО ""Сварожич""      ",Тольятти            ,Телевизионная 48                                  ,1
2038,"ООО ""МТА""           ",Екатеринбург        ,Трубников 1                                       ,3
2060,Viva                ,Москва              ,Хабаровский 23                                    ,3
2070,"ООО ""Петрикофф""     ",Уфа                 ,Цветущая 21                                       ,3
2080,"ООО ""ВиК-инжиниринг""",Ульяновск           ,Чебаркульская 47                                  ,1
2089,ВАЛСИ               ,Новгород            ,Чукотская 44                                      ,3
2098,"ООО ""Петрикофф""     ",Красноярск          ,Шишкина 31                                        ,1
2111,"ООО ""Сварожич""      ",Санкт-Петербург     ,Южная 42                                          ,2
2121,Кварц               ,Волгоград           ,Автомобильная 18                                  ,1
2131,"ООО ""Самоходов""     ",Тюмень              ,Аргаяшская 46                                     ,1
2141,e-Volt              ,Казань              ,Валдайская 1                                      ,2
2146,СлавКабель          ,Волгоград           ,Ватутина 40                                       ,3
2160,Русинтек            ,Москва              ,Герцена 12                                        ,3
2168,"ООО ""Слог""          ",Челябинск           ,Достоевского 12                                   ,3
2176,"ГК ""Эталон""         ",Краснодар           ,Железнодорожная 10                                ,2
2189,Зет-Стоун           ,Новгород            ,Знаменская 50                                     ,3
2198,Феникс              ,Красноярск          ,Каменогорская 44                                  ,1
2212,"ГК ""ФизТех""         ",Новосибирск         ,Костромская 18                                    ,1
2221,"ООО ""ИРБИС-ВЕНТ""    ",Волгоград           ,Красносельская 2                                  ,1
2224,"ООО ""Слог""          ",Воронеж             ,Ленина 41                                         ,2
2228,Viva                ,Ижевск              ,Липецкая 50                                       ,1
1721,e-Volt              ,Волгоград           ,Степана Разина 20                                 ,2
1732,ИП Карачаров В.В.   ,Иркутск             ,Транзитная 39                                     ,2
1744,"ООО ""ВиК-инжиниринг""",Ростов-на-Дону      ,Угольная 28                                       ,1
1754,СлавКабель          ,Барнаул             ,Ушакова 25                                        ,2
1761,Мегаком             ,Санкт-Петербург     ,Химфармзавод 42                                   ,1
1773,"ООО ""ИРБИС-ВЕНТ""    ",Красноярск          ,Чайковского 25                                    ,1
1785,Кварц               ,Москва              ,Чоппа 4                                           ,1
1790,"ООО ""Петрикофф""     ",Самара              ,Шенкурская 4                                      ,2
1800,"ООО ""ВиК-инжиниринг""",Саратов             ,Щорса 44                                          ,1
1811,"ООО ""Абсолют""       ",Санкт-Петербург     ,Яблочкина 21                                      ,2
1821,ИП Лебедева И.С.    ,Волгоград           ,Агаповская 27                                     ,2
1830,Мотэк-99            ,Ульяновск           ,Артиллерийская 39                                 ,1
1840,"ГК ""Эталон""         ",Самара              ,Варненская 23                                     ,1
1850,"ООО ""Эльтадор-М""    ",Саратов             ,Вязовая 18                                        ,3
1860,"ООО ""Слог""          ",Москва              ,Гродненская 17                                    ,2
1870,"ООО ""МТА""           ",Ярославль           ,Ереванская 46                                     ,2
1880,Русинтек            ,Ульяновск           ,Завалишина 15                                     ,3
1890,Феникс              ,Самара              ,Инженерная 23                                     ,3
1900,ИП Карачаров В.В.   ,Саратов             ,Катерная 30                                       ,3
1913,"ООО ""ИРБИС-ВЕНТ""    ",Екатеринбург        ,Красноармейская 26                                ,3
1922,СлавКабель          ,Пермь               ,Ленинградская 38                                  ,3
1934,"ООО ""Эльтадор-М""    ",Ярославль           ,Люблинская 47                                     ,1
1945,e-Volt              ,Уфа                 ,Мопра 31                                          ,2
1957,Мегаком             ,Иркутск             ,Обский 20                                         ,1
1965,Зет-Стоун           ,Самара              ,Орловская 47                                      ,2
1975,Райдос              ,Саратов             ,Паровозная 11                                     ,2
1981,Кварц               ,Тюмень              ,Победы 38                                         ,2
1991,"ООО ""Самоходов""     ",Казань              ,Рождественского 2                                 ,2
2002,Феникс              ,Тольятти            ,Связи 5                                           ,2
2013,Мегаком             ,Екатеринбург        ,Слаботочная 26                                    ,2
2024,"ООО ""ВиК-инжиниринг""",Воронеж             ,Степана Разина 27                                 ,2
2033,ВАЛСИ               ,Владивосток         ,Толстого 14                                       ,1
2043,ИП Кахраманов Э.Б.  ,Челябинск           ,Тургенева 28                                      ,3
2052,"ООО ""ВиК-инжиниринг""",Тольятти            ,Университетская Набережная 7                      ,1
2063,"ООО ""Абсолют""       ",Екатеринбург        ,Харьковская 38                                    ,2
2073,ИП Лебедева И.С.    ,Красноярск          ,Цимлянская 4                                      ,2
2082,Мотэк-99            ,Иркутск             ,Челябэнерго 30                                    ,3
2092,"ГК ""Эталон""         ",Омск                ,Шевченко 11                                       ,2
2102,"ООО ""Эльтадор-М""    ",Тольятти            ,Шуменская 35                                      ,2
2113,e-Volt              ,Екатеринбург        ,Юргинская 31                                      ,3
2124,ИП Карачаров В.В.   ,Воронеж             ,Агаповская 3                                      ,2
2139,"ООО ""Сварожич""      ",Новгород            ,Брянская 41                                       ,2
2149,Кварц               ,Воронеж             ,Винницкая 38                                      ,1
2157,ИП Лебедева И.С.    ,Иркутск             ,Генераторный 23                                   ,1
2165,"ООО ""ИРБИС-ВЕНТ""    ",Самара              ,Гусеничный 21                                     ,3
2174,СлавКабель          ,Воронеж             ,Железная 7                                        ,1
2187,"ООО ""Самоходов""     ",Новосибирск         ,Захаренко 23                                      ,3
2195,"ООО ""Сварожич""      ",Уфа                 ,Искусств 38                                       ,1
2205,Кварц               ,Ульяновск           ,Коммунистическая 48                               ,1
2216,Русинтек            ,Казань              ,Красноармейская 18                                ,1
1727,"ООО ""Абсолют""       ",Тольятти            ,Тепловозная 1                                     ,1
1736,"ГК ""ФизТех""         ",Санкт-Петербург     ,Труда 24                                          ,1
1746,Мотэк-99            ,Волгоград           ,Украинская 39                                     ,3
1756,"ГК ""Эталон""         ",Тюмень              ,Фрунзе 33                                         ,3
1763,ИП Кахраманов Э.Б.  ,Екатеринбург        ,Хохрякова 7                                       ,3
1776,"ООО ""Слог""          ",Краснодар           ,Часовая 48                                        ,2
1783,"ООО ""Абсолют""       ",Владивосток         ,Чистопольская 3                                   ,2
1791,ИП Кахраманов Э.Б.  ,Казань              ,Шершни 12                                         ,3
1804,"ООО ""Слог""          ",Барнаул             ,Энтузиастов 37                                    ,3
1813,Кварц               ,Екатеринбург        ,Якутская 47                                       ,2
1825,Зет-Стоун           ,Саратов             ,Аносова 50                                        ,3
1836,Viva                ,Санкт-Петербург     ,Брянская 39                                       ,2
1849,ИП Лебедева И.С.    ,Воронеж             ,Выборгская 44                                     ,1
1859,"ООО ""Сварожич""      ",Ярославль           ,Грибоедова 17                                     ,3
1867,"ООО ""Абсолют""       ",Омск                ,Евтеева 22                                        ,2
1872,ИП Карачаров В.В.   ,Пермь               ,Железноводская 32                                 ,3
1882,Синапсис            ,Иркутск             ,Запорожская 19                                    ,2
1897,Кварц               ,Пермь               ,Камышовая 14                                      ,2
1908,Русинтек            ,Владивосток         ,Косарева 26                                       ,2
1919,Райдос              ,Ростов-на-Дону      ,Красноуфимская 6                                  ,2
1929,Мегаком             ,Барнаул             ,Луганская 31                                      ,2
1939,Янус                ,Новгород            ,Мамина 32                                         ,2
1949,ВАЛСИ               ,Воронеж             ,Национальная 2                                    ,2
1959,ИП Кахраманов Э.Б.  ,Ярославль           ,Общественная 19                                   ,3
1969,"ООО ""ИРБИС-ВЕНТ""    ",Ростов-на-Дону      ,Павелецкая 45                                     ,2
1977,ВАЛСИ               ,Тольятти            ,Партизанская 7                                    ,1
1989,ИП Лебедева И.С.    ,Новгород            ,Радистов 8                                        ,2
1996,"ООО ""ВиК-инжиниринг""",Волгоград           ,Рябиновая 13                                      ,2
2008,"ГК ""Эталон""         ",Владивосток         ,Серова 26                                         ,2
2018,"ООО ""Эльтадор-М""    ",Челябинск           ,Спасская 44                                       ,2
2030,Феникс              ,Ульяновск           ,Тепловозная 10                                    ,3
2039,Палекс              ,Новгород            ,Труда 34                                          ,2
2048,Русинтек            ,Красноярск          ,Ударная 39                                        ,3
2059,Райдос              ,Ярославль           ,Фрунзе 30                                         ,1
2068,ИП Карачаров В.В.   ,Челябинск           ,Худякова 10                                       ,1
2078,Синапсис            ,Ижевск              ,Чарчана 40                                        ,1
2090,СлавКабель          ,Самара              ,Шаумяна 37                                        ,3
2099,ИП Кахраманов Э.Б.  ,Воронеж             ,Школьная 35                                       ,1
2109,"ООО ""ИРБИС-ВЕНТ""    ",Ярославль           ,Эстонский 42                                      ,3
2117,ВАЛСИ               ,Омск                ,Ярослава Гашека 26                                ,1
2122,"ООО ""МТА""           ",Пермь               ,Авторемонтная 26                                  ,2
2140,"ООО ""Слог""          ",Самара              ,Бугурусланская 33                                 ,3
2144,Viva                ,Ростов-на-Дону      ,Васенко 3                                         ,1
2153,Мегаком             ,Ижевск              ,Вязовая 31                                        ,3
2163,Янус                ,Екатеринбург        ,Гродненская 46                                    ,2
2175,"ООО ""Абсолют""       ",Саратов             ,Железноводская 28                                 ,2
2184,"ГК ""ФизТех""         ",Ярославль           ,Заводская 12                                      ,2
2196,"ООО ""Слог""          ",Волгоград           ,Кавказская 32                                     ,2
2209,Мегаком             ,Ярославль           ,Короленко 27                                      ,3
2222,Мотэк-99            ,Пермь               ,Красноуфимская 14                                 ,1
2226,Феникс              ,Краснодар           ,Лермонтова 4                                      ,2
1730,"ООО ""МТА""           ",Ульяновск           ,Толстого 47                                       ,2
1739,"ООО ""Самоходов""     ",Новгород            ,Турбинная 23                                      ,3
1748,"ООО ""Слог""          ",Красноярск          ,Ульяновский 4                                     ,1
1759,Палекс              ,Ярославль           ,Харлова 49                                        ,3
1769,Зет-Стоун           ,Ростов-на-Дону      ,Центральная 25                                    ,1
1780,Viva                ,Ульяновск           ,Черкасская 48                                     ,2
1789,Мегаком             ,Новгород            ,Шевченко 41                                       ,2
1799,Янус                ,Воронеж             ,Шуменская 13                                      ,3
1809,ВАЛСИ               ,Ярославль           ,Южноуральская 32                                  ,2
1819,ИП Кахраманов Э.Б.  ,Ростов-на-Дону      ,Авторемонтная 44                                  ,1
1829,"ООО ""ИРБИС-ВЕНТ""    ",Барнаул             ,Артема 14                                         ,2
1839,"ООО ""Абсолют""       ",Новгород            ,Валовая 5                                         ,3
1846,"ООО ""Петрикофф""     ",Волгоград           ,Винницкая 19                                      ,1
1855,Янус                ,Ульяновск           ,Героев Танкограда 4                               ,3
1869,Кварц               ,Ростов-на-Дону      ,Еманжелинская 25                                  ,3
1874,"ООО ""Петрикофф""     ",Воронеж             ,Животноводческая 24                               ,2
1887,"ООО ""Сварожич""      ",Новосибирск         ,Зыкова 26                                         ,2
1892,Viva                ,Омск                ,Искусств 23                                       ,2
1902,"ООО ""Петрикофф""     ",Тольятти            ,Коммунистическая 36                               ,2
1917,e-Volt              ,Омск                ,Краснооктябрьская 39                              ,1
1925,Кварц               ,Саратов             ,Липецкая 34                                       ,3
1933,ИП Лебедева И.С.    ,Владивосток         ,Львовская 7                                       ,1
1942,Мотэк-99            ,Омск                ,Мира 43                                           ,1
1953,Кварц               ,Ижевск              ,Новоэлеваторная 50                                ,2
1967,Янус                ,Омск                ,Отдыха 13                                         ,1
1976,Viva                ,Краснодар           ,Паросиловой 4                                     ,2
1987,ИП Кахраманов Э.Б.  ,Новосибирск         ,Пятницкого 26                                     ,3
1997,"ООО ""ИРБИС-ВЕНТ""    ",Пермь               ,Ряжская 8                                         ,1
2007,"ООО ""Абсолют""       ",Иркутск             ,Серафимовича 31                                   ,3
2017,ИП Лебедева И.С.    ,Омск                ,Советская 23                                      ,3
2025,"ООО ""ИРБИС-ВЕНТ""    ",Саратов             ,Тагильская 15                                     ,1
2035,"ООО ""Абсолют""       ",Москва              ,Транзитная 27                                     ,3
2045,ИП Лебедева И.С.    ,Уфа                 ,Туркменская 37                                    ,2
2057,e-Volt              ,Иркутск             ,Ушакова 2                                         ,1
2066,"ООО ""МТА""           ",Казань              ,Хохрякова 19                                      ,1
2076,Русинтек            ,Краснодар           ,Чайковского 33                                    ,3
2084,"ООО ""Слог""          ",Ярославль           ,Черняховского 30                                  ,1
2096,ИП Карачаров В.В.   ,Волгоград           ,Широкая 15                                        ,3
2106,Синапсис            ,Тюмень              ,Энергетиков 12                                    ,1
2118,СлавКабель          ,Челябинск           ,Ярославская 22                                    ,1
2128,"ГК ""ФизТех""         ",Ижевск              ,Аносова 8                                         ,3
2137,"ООО ""ИРБИС-ВЕНТ""    ",Новосибирск         ,Барбюса 18                                        ,1
2148,"ГК ""Эталон""         ",Красноярск          ,Виллинская 35                                     ,1
2155,ИП Кахраманов Э.Б.  ,Ульяновск           ,Гагарина 14                                       ,2
2166,Мотэк-99            ,Казань              ,Гюго 41                                           ,3
2178,"ООО ""МТА""           ",Ижевск              ,Жигулевская 36                                    ,3
2186,"ООО ""Эльтадор-М""    ",Санкт-Петербург     ,Заслонова 31                                      ,3
2197,e-Volt              ,Пермь               ,Кадиевская 34                                     ,3
2207,Палекс              ,Иркутск             ,Комсомольская 24                                  ,1
2220,"ООО ""ВиК-инжиниринг""",Уфа                 ,Краснооктябрьская 26                              ,1
2229,ВАЛСИ               ,Барнаул             ,Литейная 33                                       ,2
1185,ИП Лебедева И.С.    ,Иркутск             ,Марата 9                                          ,1
2280,"ООО ""Слог""          ",Ульяновск           ,Партизанская 9                                    ,2
2300,Русинтек            ,Саратов             ,Ряжская 7                                         ,3
2309,e-Volt              ,Ярославль           ,Седовцев 11                                       ,2
2320,ИП Карачаров В.В.   ,Уфа                 ,Советская 2                                       ,2
2329,Зет-Стоун           ,Барнаул             ,Танкистов 20                                      ,2
2339,Райдос              ,Новгород            ,Троицкая 46                                       ,1
2343,"ООО ""Абсолют""       ",Челябинск           ,Трудовая 10                                       ,1
2354,"ООО ""Эльтадор-М""    ",Барнаул             ,Ульяновский 34                                    ,2
2366,Феникс              ,Казань              ,Харьковская 30                                    ,3
2376,ИП Карачаров В.В.   ,Краснодар           ,Цимлянская 49                                     ,1
2388,"ООО ""ВиК-инжиниринг""",Екатеринбург        ,Чехова 26                                         ,2
2398,СлавКабель          ,Красноярск          ,Шестая 26                                         ,1
2408,"ГК ""ФизТех""         ",Владивосток         ,Энгельса 25                                       ,2
2284,Viva                ,Ярославль           ,Победы 45                                         ,3
2292,ИП Карачаров В.В.   ,Омск                ,Радистов 35                                       ,2
2302,Синапсис            ,Тольятти            ,Садоводческая 34                                  ,2
2312,Viva                ,Новосибирск         ,Серпуховская 2                                    ,2
2327,"ООО ""Самоходов""     ",Тольятти            ,Степана Разина 31                                 ,1
