"SPID","Quantity","Price","ShipDate","PID","SID"
10753,393,46.3,2014-11-23,458,778
10765,652,187.77,2013-07-22,65,1068
10775,57,402.31,2014-08-28,928,526
10785,57,222.56,2013-09-20,958,597
10797,163,232.41,2012-01-18,985,480
10805,16,220.33,2012-01-28,1133,202
10815,56,357.31,2012-07-18,702,569
10827,53,395.57,2014-12-02,1093,280
10837,17,161.91,2014-07-17,135,839
10847,60,401.62,2013-07-28,64,466
10859,20,471.4,2012-11-13,1045,1004
10862,1,43.93,2013-03-23,688,264
10876,388,419.53,2012-03-27,706,444
10883,667,231.43,2014-04-13,938,1153
10894,216,282.03,2012-08-17,1128,714
10904,258,404.11,2012-09-02,409,362
10913,182,461.42,2012-03-15,1192,1002
10924,12,281.41,2012-10-29,1155,317
10932,47,366.54,2013-11-03,846,749
10941,24,100.11,2012-03-02,374,250
10951,11,406.36,2013-08-07,1109,634
10961,16,416.5,2014-11-12,278,1026
10971,318,257.11,2012-11-10,1129,779
10981,434,484.48,2013-10-24,497,92
10991,131,156.11,2012-03-02,728,134
11001,451,430.37,2013-11-21,1128,308
11013,67,57.48,2014-04-07,55,577
11022,409,358.98,2013-04-12,796,741
11031,624,390.3,2015-01-31,730,529
11043,64,331.85,2014-01-06,32,706
11054,652,303.59,2013-04-25,322,1177
11064,368,42.28,2012-03-18,187,421
11074,478,428.52,2014-09-03,1052,504
11080,42,417.74,2013-01-27,191,918
11089,224,437.5,2012-02-11,939,1179
11099,42,100.8,2012-11-07,1142,994
11106,285,468.12,2013-04-15,194,1145
11116,38,382.22,2013-12-07,87,1104
11124,7,378.46,2013-05-03,819,1010
11143,61,192.52,2012-03-11,707,454
11150,45,260.79,2014-02-18,783,299
11165,224,144.72,2014-04-18,88,394
11176,34,318.73,2014-07-11,1007,395
11186,652,132.42,2012-08-21,1097,443
11195,14,27.27,2014-07-18,533,713
11200,494,239.03,2013-08-25,507,270
11209,127,418.72,2013-07-22,365,1103
11219,97,493.51,2014-10-06,379,942
11228,94,246.41,2014-08-12,986,221
11238,510,15.68,2015-01-24,331,1050
11248,241,439.83,2012-07-15,1163,344
11258,642,486,2012-08-06,444,336
11268,9,497.18,2013-08-11,423,812
9942,620,433.48,2012-10-15,715,1028
9954,642,35.43,2014-02-05,772,793
9964,13,181.76,2013-02-08,163,708
9973,41,417.2,2012-07-02,478,957
9982,56,276.52,2013-06-27,928,425
9995,654,450.66,2013-08-09,353,371
10004,645,219.79,2013-05-04,1085,970
10014,56,366.55,2012-05-11,799,186
10023,20,359.04,2012-10-31,1174,74
10034,627,293.28,2012-02-11,504,706
10046,35,447.87,2014-07-22,342,1032
10055,4,303.98,2013-01-03,919,417
10069,285,430.17,2012-12-22,986,155
10080,191,438.5,2014-05-04,491,511
10089,33,244.56,2014-05-24,426,203
10099,89,395.88,2012-11-14,344,288
10109,47,171.24,2012-08-23,169,388
10122,235,322.77,2012-01-10,628,203
10130,46,242.89,2012-02-25,755,613
10148,120,222.32,2012-08-25,793,351
10158,419,357.55,2013-10-13,274,786
10167,63,200.42,2012-04-13,1039,1193
10179,45,21.54,2012-07-30,198,155
10187,42,197.75,2014-02-01,935,452
10198,68,393.95,2012-02-27,227,565
10208,62,96.17,2013-07-16,113,200
10216,691,465.22,2012-10-22,730,35
10230,461,89.41,2012-06-02,1156,1130
10242,297,29.64,2012-05-06,251,510
10250,10,433.81,2012-12-31,469,545
10259,48,119.46,2013-09-17,1195,657
10269,349,62.9,2014-01-07,904,467
10280,437,314.76,2013-04-29,825,699
10290,51,394.19,2012-10-11,496,464
10299,56,433.83,2012-07-17,1150,959
10309,56,169.84,2013-05-15,1187,587
10320,127,356.01,2014-09-21,952,533
10330,505,412.04,2013-03-16,529,833
10341,40,460.9,2013-06-05,1027,583
10347,57,284.84,2014-02-28,885,607
10359,574,413.24,2012-06-14,681,827
10369,10,75.57,2014-08-19,293,794
10380,59,16.02,2013-05-26,1045,313
10390,54,68.98,2012-11-27,901,845
10400,26,489.56,2012-07-27,412,417
10410,11,49.25,2012-08-25,887,265
10420,474,225.27,2012-07-09,827,863
10430,311,276.28,2014-12-16,788,916
10442,53,199.43,2013-03-31,983,867
10452,262,335.72,2013-03-22,657,946
10462,634,326.25,2014-05-27,425,375
10473,566,212.12,2012-12-16,1117,823
10483,438,426.07,2012-11-22,427,541
10493,668,172.49,2012-07-19,673,646
10506,29,189.66,2014-10-20,99,449
10512,21,230.61,2012-04-22,279,193
10523,16,293.9,2014-10-10,933,572
10534,16,497.22,2013-11-21,1023,695
10548,307,426.02,2012-04-23,988,44
10561,339,477.65,2014-12-21,1035,613
10569,26,41.45,2013-12-07,549,542
10578,668,437.89,2014-07-19,1160,149
10589,554,398.47,2012-12-21,188,972
10600,298,220.2,2012-08-06,49,759
10611,161,442.52,2015-01-23,737,1000
10619,41,178.26,2013-09-13,1006,949
10630,533,256.39,2014-10-06,138,318
10638,45,19.74,2014-07-27,551,1105
10648,4,279.93,2013-07-20,1168,1108
10657,53,334.27,2012-12-22,519,705
10667,223,221.66,2013-02-24,808,95
10676,26,473.14,2012-03-30,702,744
10685,83,340.29,2014-04-02,113,727
10691,612,294.29,2014-12-13,731,1139
10700,67,207.11,2012-07-01,1199,821
10709,14,196.55,2014-11-03,367,953
10719,35,413.31,2014-11-07,580,616
10729,44,67.88,2012-05-06,46,515
10738,458,415.54,2013-12-24,797,633
10749,542,303.25,2013-09-09,785,944
10760,31,163.87,2012-06-07,910,1118
10769,561,263.59,2012-06-05,228,626
10779,522,480.19,2014-02-24,786,295
10789,4,39.77,2013-02-02,198,48
10799,49,248.53,2014-05-18,931,516
10810,49,115.75,2012-11-04,867,616
10823,13,251.73,2013-11-09,990,637
10829,48,70.69,2014-06-12,483,1050
10839,49,433.18,2012-11-08,256,434
10849,554,141.98,2014-04-17,221,481
10858,57,204.44,2013-03-02,468,668
10864,67,422.88,2014-12-29,543,465
10873,195,496.71,2013-11-24,1106,1119
10884,252,420.69,2013-11-21,18,322
10895,60,470.2,2013-06-10,527,813
10908,68,259.99,2012-12-17,566,1048
10920,3,171.45,2013-04-15,1039,57
10929,646,415.94,2014-06-27,141,966
10938,4,174.25,2014-03-18,1006,279
10950,609,266.95,2012-08-18,442,137
10960,622,326.99,2012-08-06,876,390
10972,256,189.53,2015-01-08,877,810
10982,566,370.6,2013-10-11,1003,81
10989,423,350.12,2013-10-22,97,390
10999,28,300.16,2014-08-09,847,321
11010,517,79.11,2012-03-06,820,190
11019,311,211.93,2014-10-12,728,1088
11027,161,367.86,2012-09-17,594,798
11038,116,326.02,2014-05-02,235,208
11049,53,148.81,2012-01-12,85,261
11061,32,287.54,2014-11-19,52,281
11073,603,292.42,2012-05-18,106,489
11081,80,325.89,2012-10-10,964,254
11091,60,92.68,2014-07-14,204,169
11100,34,383.25,2015-01-16,464,1111
11111,526,415,2013-09-12,812,876
11123,247,32.61,2014-09-03,184,704
11134,68,246.6,2014-09-02,1087,262
11145,47,243.19,2014-10-22,261,456
11156,659,36.01,2013-06-26,442,604
11163,156,282.89,2014-02-16,797,422
11175,476,444.63,2014-06-06,153,70
11185,1,106.47,2014-07-01,275,1199
11196,70,292.14,2014-02-25,832,944
11207,12,232.51,2013-11-22,1135,230
11217,684,300.41,2013-08-25,109,1193
11226,27,405.95,2012-01-29,821,623
11236,198,302.64,2012-04-17,461,682
11246,235,462.36,2013-05-15,459,38
11257,550,420.56,2014-06-22,633,355
11266,22,11.22,2012-04-12,341,300
11279,12,406.83,2014-11-21,1139,1087
11291,11,263.28,2014-08-16,623,337
11299,19,145.29,2013-05-19,997,80
11309,174,144.38,2013-07-20,940,579
11318,38,367.77,2012-01-12,1073,841
9943,160,57.72,2014-04-22,226,981
9951,675,221.56,2014-09-30,973,581
9960,307,259.37,2012-05-06,890,304
9968,1,463.91,2013-02-23,531,307
9978,59,446.25,2013-02-20,599,579
9985,101,307.57,2013-08-30,748,1122
9997,35,286.74,2014-02-15,702,925
10007,79,457.54,2014-08-29,137,14
10018,32,259.27,2012-07-01,191,385
10027,300,99.7,2013-09-24,776,1017
10037,32,307.59,2012-02-29,421,1092
10047,148,432.42,2013-02-25,338,436
10058,46,441.99,2012-12-18,117,88
10068,30,103.68,2014-08-07,342,43
10078,69,368.6,2013-03-16,688,25
10085,221,218.36,2014-11-17,395,47
10098,43,375.29,2013-04-11,231,648
10108,498,283.61,2014-06-10,1112,958
10118,606,130.73,2013-08-18,269,473
10129,360,375.2,2014-08-29,909,1085
10138,317,214.12,2015-01-31,699,69
10145,13,49.94,2013-01-05,209,616
10155,424,14.09,2012-12-06,969,1180
10162,613,356.77,2012-04-26,1073,933
10171,700,202.42,2014-08-10,984,1030
10184,38,42.98,2013-11-27,879,157
10193,364,302.19,2014-10-26,649,515
10202,54,26.04,2012-01-30,456,690
10212,30,407.39,2012-10-28,21,850
10221,14,448.35,2013-02-23,917,729
10228,622,62.06,2013-12-21,972,741
10238,146,214.24,2012-08-07,162,410
10246,69,123.69,2012-08-06,845,612
10256,4,159.54,2014-06-01,288,1141
10263,671,232.57,2012-03-23,605,795
10273,335,375.77,2014-09-22,577,597
10282,244,365.25,2014-01-21,505,1095
10293,8,365.32,2014-06-19,435,369
10304,381,354.68,2013-06-11,401,1122
10317,47,105.18,2014-11-02,347,609
10322,194,205.9,2014-07-02,1108,538
10332,154,328.56,2013-06-02,936,886
10342,10,153.09,2013-05-08,286,449
10353,29,183.45,2013-03-08,133,909
10362,626,86.53,2014-06-12,330,853
10371,442,136.15,2014-06-12,589,962
10379,26,307.14,2012-02-04,1022,581
10389,335,475.51,2013-02-17,155,993
10399,31,126.59,2014-05-23,670,1123
10409,34,439.53,2013-11-28,1166,50
10419,63,275.67,2013-11-04,544,1033
10429,274,28.93,2014-03-16,443,64
10441,40,49.51,2012-10-13,1077,675
10450,11,68.8,2014-04-02,582,1154
10458,28,262.32,2012-02-02,422,790
10470,305,186.21,2012-07-12,525,308
10480,17,423.02,2014-03-01,1072,925
10488,326,35.5,2014-08-29,1161,844
10498,57,130.9,2012-10-27,96,131
10507,59,183.46,2012-11-19,215,107
10517,83,160.4,2012-11-14,372,673
10526,670,269.22,2012-04-29,1082,716
10535,413,391.44,2013-05-13,280,1172
10544,461,483.58,2014-10-16,409,281
10554,59,196.1,2014-04-08,759,988
10565,46,420.97,2012-03-27,1094,475
10577,77,260.86,2013-04-06,925,772
10587,503,323.57,2013-11-07,684,850
10597,69,116.46,2013-01-15,853,367
10606,558,333.39,2013-11-19,489,313
10616,279,398.61,2012-05-06,1035,112
10626,533,464.31,2014-06-08,81,506
10635,228,357.57,2013-12-22,1192,505
10645,38,13.84,2014-07-05,790,25
10656,450,388.09,2014-08-01,908,955
10666,450,303.1,2012-01-14,274,87
10677,559,416.15,2013-08-02,673,569
10687,237,33.41,2014-07-06,220,23
10697,697,200.83,2013-11-08,1069,551
10706,193,389.98,2013-05-29,196,364
10715,479,439.36,2012-06-06,916,1042
10726,30,85.75,2014-01-29,943,142
10737,389,72.72,2013-12-19,546,127
10747,163,43.47,2014-03-04,43,1034
10757,466,10.64,2012-12-30,1193,782
10774,326,167.5,2014-02-04,648,238
10784,645,44.49,2014-01-01,746,452
10794,8,274.35,2014-11-10,527,412
10804,205,304.11,2014-10-28,978,670
10814,389,90.12,2014-06-18,411,665
10824,349,410.44,2014-01-28,196,849
10833,52,338.13,2013-05-05,214,377
10842,615,486.38,2014-08-28,972,513
10852,15,252.96,2012-08-11,528,335
10861,69,203.2,2014-03-14,493,103
10872,227,257.63,2014-05-10,892,700
10882,56,56.58,2014-03-29,294,506
10893,22,224.63,2014-04-10,1157,403
10902,423,332.05,2014-09-09,109,236
10911,67,287.5,2012-08-03,838,402
10925,197,162.35,2013-06-14,537,878
10936,27,491.68,2012-09-23,1030,272
10946,607,166.66,2014-03-11,1145,722
10958,28,145.28,2013-03-05,773,40
10965,59,228.23,2012-02-18,323,889
10975,6,333.63,2013-08-31,359,659
10995,647,197.61,2014-06-07,924,117
11004,454,265.09,2013-04-05,337,1124
11014,65,280.59,2013-09-14,1141,196
11024,15,388.72,2012-05-19,560,1046
11035,256,195.95,2013-01-24,669,449
11045,139,109.67,2012-02-12,1026,890
11053,140,114.99,2013-05-22,1122,633
11062,605,213.04,2014-03-05,785,585
11071,30,380.6,2013-09-01,21,64
11084,37,314.79,2014-03-27,814,126
11092,39,455.35,2013-05-14,1198,121
11102,338,77.84,2014-05-20,1025,748
11113,524,157.64,2013-09-25,571,268
11126,378,203.52,2012-03-19,641,1159
11136,3,12.92,2012-07-13,1151,202
11144,8,299.27,2013-02-05,784,244
11154,66,49.81,2012-08-12,559,480
11166,12,204.43,2014-11-02,671,1025
11174,114,119.08,2013-10-25,849,676
11184,30,329.89,2013-11-03,887,1179
11193,311,319.78,2012-07-02,354,208
11203,177,452.36,2014-08-25,42,1001
11215,45,488.37,2013-12-07,112,467
11227,68,238.33,2012-09-21,966,409
11237,64,299.59,2013-06-03,915,587
11256,14,429.82,2012-10-01,318,746
11267,29,135.71,2013-11-01,3,680
9946,68,329.78,2012-03-08,775,730
9956,3,269.19,2013-07-03,22,569
9965,501,164.15,2012-02-02,1112,871
9976,15,409.6,2013-09-05,1031,172
9989,41,224.78,2012-07-30,1141,782
10000,279,475.98,2012-12-08,42,1103
10009,34,439.42,2012-04-19,167,237
10020,648,51.31,2013-06-10,409,922
10031,509,338.03,2014-09-16,442,215
10040,33,69.5,2014-10-18,1113,315
10060,15,322.27,2014-09-29,1062,374
10072,553,155.29,2012-02-22,545,70
10082,12,437.13,2014-12-06,686,709
10094,48,494.42,2013-01-09,864,986
10102,615,392.08,2014-12-13,696,1021
10114,40,214.26,2012-08-27,1184,643
10126,607,188.65,2012-06-19,913,1158
10132,571,167.88,2012-12-29,924,696
10141,55,87.53,2014-01-03,78,1176
10151,70,371.06,2012-04-21,479,399
10161,640,310.8,2012-06-18,162,43
10172,310,228.83,2013-05-27,76,599
10182,78,186.95,2013-10-15,730,910
10196,17,86.95,2014-12-30,85,267
10207,680,399.28,2014-02-24,697,392
10219,458,307.97,2015-01-06,385,816
10227,377,189.33,2013-03-14,344,1093
10236,229,118.4,2012-10-02,409,541
10248,309,477.53,2013-11-12,433,1115
10258,688,163,2013-02-26,763,297
10271,47,67.49,2012-09-29,951,110
10283,2,267.66,2015-01-02,38,397
10295,52,401.86,2013-06-28,405,612
10305,17,287.09,2013-10-11,1126,1005
10315,50,272.33,2013-04-10,958,200
10324,387,273.12,2012-03-05,113,197
10334,535,123.6,2014-03-18,1194,434
10350,8,248.37,2013-03-27,758,569
10361,619,457.54,2013-09-19,25,265
10370,7,423.8,2013-09-14,46,714
10381,37,440.72,2013-01-09,513,898
10391,224,170.69,2012-01-13,321,828
10403,57,218.9,2014-02-24,420,708
10411,293,428.07,2013-05-13,170,513
10421,51,251.3,2013-06-14,1175,834
10431,555,411.21,2014-03-09,557,1101
10439,461,27.83,2012-09-27,329,879
10451,232,110.33,2015-01-13,266,414
10459,41,33.4,2014-07-31,359,362
10469,425,306.15,2014-11-01,1067,159
10479,12,390,2013-03-03,94,559
10490,61,447.59,2014-04-03,723,553
10500,548,53.91,2013-11-10,385,1011
10510,31,416.97,2013-04-28,463,107
10520,700,61.27,2013-03-15,248,732
10529,4,378.34,2012-03-18,470,975
10539,250,55.33,2012-09-13,636,656
10545,313,189.97,2013-01-31,786,47
10556,123,386.4,2012-02-29,477,1016
10564,271,242.76,2013-02-09,593,395
10582,68,135.91,2012-04-25,232,1166
10588,402,137.89,2012-01-31,411,701
10599,24,450.45,2012-11-09,384,184
10609,7,424.68,2013-04-18,1030,733
10621,22,414.64,2013-10-01,835,381
10628,4,13.31,2014-08-02,51,175
10640,394,126.93,2014-09-30,721,1101
10649,16,237.75,2014-07-21,999,752
10659,12,121.44,2014-06-26,27,193
10669,66,336.77,2014-10-11,320,462
10680,32,100.9,2012-03-30,686,962
10692,576,469.86,2012-07-11,601,339
10701,22,291.88,2013-08-29,357,908
10711,21,487.34,2012-07-04,740,230
10721,34,176.6,2012-05-11,656,559
10730,182,97.74,2012-01-08,954,182
10740,534,282,2014-03-03,980,369
10750,504,192.15,2014-08-20,18,452
10759,556,426.76,2013-11-23,716,1065
10768,96,187.82,2012-09-06,72,864
10778,405,90.27,2014-03-05,477,805
10788,670,241.88,2012-12-14,829,750
10798,297,161.69,2013-03-26,434,74
10809,155,81.97,2013-04-23,1100,833
10818,294,108.67,2013-01-31,57,1182
10828,214,195.84,2012-09-04,1097,316
10838,507,229.58,2012-02-07,474,48
10846,368,394.79,2012-10-31,936,646
10855,33,491.51,2012-05-03,463,486
10865,361,436.42,2012-04-02,226,974
10875,30,397.43,2013-02-07,576,817
10886,211,358.29,2013-05-04,376,783
10899,310,274.77,2012-04-29,1076,1189
10910,27,266.59,2013-09-02,99,820
10919,67,196.36,2014-06-05,128,691
10930,42,221.6,2015-01-16,1191,511
10939,13,103.32,2013-09-13,1064,829
10948,102,287.42,2013-03-22,808,1021
10959,403,325.24,2012-08-05,1114,525
10969,1,53.83,2012-11-19,304,680
10980,128,475.83,2013-07-21,413,1125
10990,24,397.53,2013-01-02,899,1160
11000,52,402.68,2014-11-29,1103,61
11008,65,242.17,2012-03-08,822,384
11018,39,412.94,2014-03-21,111,785
11029,197,194.59,2014-04-30,1009,259
11042,594,392.95,2013-09-02,93,1081
11052,644,90.42,2014-08-24,539,907
11063,4,108.36,2014-12-23,816,546
11072,380,74.01,2012-04-10,971,181
11082,43,28.57,2014-04-15,48,38
11094,49,99.23,2014-09-09,654,53
11104,196,379.65,2013-10-07,747,212
11114,34,417.99,2014-11-02,801,679
11121,7,329.19,2012-05-29,845,483
11131,274,247.72,2014-03-18,778,98
11141,28,301.32,2012-07-06,420,396
11151,57,298.11,2013-07-09,229,277
11161,58,296.04,2014-06-08,588,18
11171,35,157.78,2012-12-31,135,731
11178,21,277.71,2013-10-10,926,1178
11188,55,276.95,2014-02-02,700,160
11198,63,461.32,2014-11-01,867,312
11208,65,422.55,2013-05-13,726,413
11218,29,314.66,2013-08-26,406,69
11229,535,273.8,2012-10-24,363,91
11239,626,455.39,2014-07-15,924,244
11249,360,448.03,2012-05-04,1195,191
11259,11,380.8,2013-08-02,472,201
11269,42,106.46,2013-05-03,839,914
11277,511,92.26,2013-06-01,68,210
11288,492,201.63,2012-01-19,52,810
11298,15,209.78,2013-09-11,550,1097
9970,533,76.45,2013-02-07,788,270
9980,504,317.42,2012-07-14,56,970
9991,336,394.7,2012-08-24,404,514
10001,309,407.55,2012-08-07,201,239
10011,500,367.3,2014-12-29,394,203
10021,64,269.91,2012-12-17,206,1063
10029,33,151.79,2014-07-28,967,320
10038,617,367.67,2012-06-15,541,1123
10049,51,397.47,2014-12-21,583,810
10059,15,78.96,2012-10-19,869,63
10066,48,111.19,2012-06-23,1014,912
10075,84,389.18,2014-02-08,204,68
10088,251,128.68,2014-05-21,973,951
10095,69,52.05,2013-01-22,565,56
10107,68,405.76,2012-07-09,565,644
10115,516,127.94,2013-11-22,664,869
10125,45,272.25,2012-05-05,515,64
10134,19,218.34,2013-11-18,919,317
10140,46,124.78,2014-12-31,912,321
10150,425,177.59,2013-02-26,162,1115
10159,81,155.15,2014-10-20,340,1179
10168,10,77.53,2012-09-06,1152,811
10177,18,165.62,2014-06-12,270,804
10188,38,170.19,2014-11-21,291,469
10199,9,155.26,2014-06-27,263,1066
10206,28,459.48,2013-12-20,150,270
10217,56,445.44,2014-08-24,844,838
10231,62,247.93,2014-05-27,542,748
10240,306,107.14,2014-05-20,968,336
10249,57,308.97,2012-02-15,918,198
10260,28,105.04,2013-04-26,894,13
10268,51,213.73,2014-07-22,325,768
10276,40,178.89,2014-06-06,115,66
10285,63,36.09,2013-07-27,431,507
10294,1,134.18,2012-08-20,743,647
10308,4,224.54,2014-01-07,336,355
10316,567,332.26,2014-05-17,604,231
11276,139,492.47,2012-08-26,681,1116
11286,282,47.43,2012-10-05,753,609
11296,54,437.49,2014-06-11,256,573
11305,2,464.27,2012-10-07,1054,770
11316,95,22.37,2012-04-02,1100,869
11326,91,264.17,2013-09-19,861,1162
11336,59,313.6,2014-07-11,99,927
11346,68,128.95,2013-04-12,237,442
11354,425,93.48,2013-01-31,587,989
11363,659,175.42,2014-08-03,200,961
11372,48,327.86,2014-02-12,111,383
11382,50,315.62,2013-05-21,662,106
11392,4,303.02,2014-12-04,291,220
11401,340,323.58,2013-03-04,394,672
11409,331,176.29,2013-09-29,68,393
11419,420,478.18,2015-01-26,1018,1124
11429,7,33.99,2012-08-01,1141,916
11437,183,158.77,2014-07-06,77,202
11447,7,142,2012-01-18,814,656
11457,52,168.92,2014-09-28,399,223
11465,6,479.94,2014-05-09,822,316
11475,439,15.47,2014-10-07,1058,325
11486,56,60.23,2013-11-25,1184,1152
11494,646,418.63,2014-01-31,794,879
11506,47,411.81,2014-05-24,9,780
11514,358,486.6,2014-09-04,49,484
11524,57,190.51,2013-05-30,83,309
11531,488,34.41,2014-06-16,530,131
11544,649,337.08,2013-03-12,936,1024
11555,3,370.63,2012-09-17,725,1142
11565,22,137.38,2013-11-02,1029,907
11574,57,121.1,2013-08-11,501,788
11593,615,212.59,2013-04-24,844,729
11601,92,122.47,2012-07-02,493,204
11610,261,98.18,2012-03-14,562,852
11625,110,305.74,2013-05-26,941,1122
11634,64,23.24,2013-11-13,1047,291
11644,300,487.72,2013-01-21,404,274
11650,40,136.59,2014-08-14,1120,20
11659,14,448.3,2014-09-16,918,1151
11668,59,492.21,2013-09-13,206,838
11678,52,63.77,2014-06-21,1014,955
11688,368,125.87,2014-12-07,420,525
11689,699,408.34,2014-08-01,146,984
11698,135,324.86,2014-12-10,826,510
11699,5,12.6,2012-03-10,62,650
11707,436,106.75,2014-10-22,344,239
11710,59,284.65,2012-06-02,16,499
11717,13,17.27,2014-03-15,86,669
11720,177,303.34,2012-08-14,570,1043
11726,356,249.78,2012-03-10,465,653
11731,16,422.31,2013-07-29,991,459
11734,328,337.17,2012-07-05,939,735
11740,33,47.86,2013-04-22,207,658
11742,36,498.27,2012-08-31,1173,1141
11750,675,105.98,2013-05-04,866,305
11755,38,262.74,2014-07-07,745,329
11759,16,256.87,2012-05-30,979,220
11765,474,103.18,2014-01-17,795,1083
11769,530,408.42,2014-09-02,865,983
11774,66,177.08,2014-06-11,1109,754
11778,627,305.19,2014-12-20,465,9
11784,22,87.75,2015-01-08,101,100
11788,24,351.6,2012-04-03,47,873
11795,225,463.76,2013-08-06,962,986
11797,311,480.08,2014-11-20,219,88
11804,433,248.52,2013-01-09,377,305
11807,62,311.1,2012-11-14,686,384
11814,32,367.25,2013-10-05,707,670
11817,21,271.36,2014-02-09,432,986
11823,296,250.2,2013-02-09,840,536
11828,22,98.74,2013-04-09,37,363
11836,630,339.71,2012-11-26,1128,530
11839,45,186.79,2013-09-13,144,136
11849,433,96.99,2014-03-19,746,655
11850,45,272.9,2012-10-07,766,680
11859,224,118.61,2014-01-23,986,300
11860,48,334.92,2014-07-02,983,532
11866,57,344.53,2013-06-04,370,746
11871,67,458.43,2012-07-21,717,911
11875,383,386.16,2012-01-16,248,5
11879,59,237.61,2013-02-04,325,2
11886,4,299.4,2012-01-23,590,965
11892,310,32.09,2014-01-13,953,170
11895,19,213.38,2012-03-02,26,542
11902,227,283.59,2012-04-09,1037,1021
11912,15,327.04,2012-05-10,307,980
11908,370,370.35,2014-03-15,898,696
11917,666,482.2,2013-11-12,34,231
11920,304,215.75,2015-01-21,984,574
11926,185,100.32,2013-12-25,363,921
11929,46,302.17,2014-07-22,133,987
11936,134,202.61,2013-01-14,953,396
11939,63,35.86,2012-02-28,1014,27
11946,328,56.43,2014-06-21,1044,52
11947,366,256.95,2013-10-27,666,108
11956,33,13.75,2012-11-10,974,1111
9963,223,464.72,2013-06-04,572,194
9975,22,451.17,2014-07-04,526,956
9983,170,275.21,2013-11-27,315,1176
9993,38,30.05,2014-02-20,995,106
10005,111,44.84,2014-11-30,202,1021
10015,3,322.19,2012-12-24,991,626
10025,638,165.77,2013-10-09,1156,1087
10036,517,151.3,2014-01-25,523,866
10045,554,234.94,2014-10-29,43,138
10056,43,294.23,2012-06-14,96,1040
10067,22,370.33,2014-03-31,756,864
10086,28,452.31,2014-04-18,678,1036
10096,627,251.57,2014-07-03,692,23
10105,18,306.96,2013-12-23,31,156
10116,13,370.42,2014-05-22,356,1174
10127,47,476.99,2014-04-15,311,1143
10135,592,408.96,2014-03-23,264,184
10147,51,465.61,2013-03-01,878,188
10157,62,456.02,2012-07-31,239,457
10166,269,201.42,2012-09-18,298,787
10178,2,27.28,2015-01-15,798,578
10190,9,322.12,2013-02-20,30,110
10211,47,83.65,2012-12-10,390,1044
10222,354,25.37,2012-01-05,770,88
10232,171,62.36,2012-02-19,284,1092
10239,282,254.3,2012-01-06,1113,10
10252,1,264.25,2013-02-11,639,461
10262,67,18.85,2012-04-08,656,1059
10272,70,24.7,2014-09-30,654,869
10281,538,97.4,2014-03-18,348,637
10291,97,89.13,2014-01-25,156,725
10302,564,86.83,2013-01-10,1065,1151
10312,695,132.03,2012-02-27,841,700
11280,2,435.3,2014-12-15,871,656
11289,455,57.55,2012-10-16,1003,975
11300,10,295.13,2014-01-27,550,44
11308,174,181.22,2012-05-17,1138,295
11320,20,301.51,2012-11-26,144,680
11330,65,111.37,2014-08-24,723,373
11340,658,469.19,2014-02-02,717,1060
11351,54,172.81,2012-03-06,1127,450
11361,502,475.09,2014-11-11,699,366
11371,15,449.82,2013-09-29,773,793
11376,284,275.3,2013-04-19,296,1095
11388,51,344.57,2013-04-10,654,237
11398,35,308.44,2014-09-22,1040,818
11411,24,224.29,2013-01-27,547,740
11422,43,67.14,2012-08-04,867,339
11433,48,67.22,2015-01-03,1199,891
11444,348,444.3,2014-09-30,988,506
11455,685,412.54,2012-11-25,780,272
11467,676,335.43,2013-11-18,930,780
11477,52,391.96,2014-05-28,663,227
11485,319,316,2014-03-14,81,853
11495,551,140.66,2012-04-10,362,258
11504,333,104.91,2012-06-01,333,741
11516,340,435.44,2014-04-18,249,815
11525,480,457.44,2012-04-15,748,477
11535,339,169.33,2013-07-07,1145,1046
11543,213,427.34,2014-06-29,145,535
11553,57,387.92,2013-08-21,310,781
11563,8,48.86,2014-04-19,99,55
11573,25,181.06,2012-10-26,640,308
11582,14,449.88,2012-12-06,112,785
11592,52,475.48,2014-02-15,688,290
11604,30,90.2,2013-02-06,31,956
11614,554,440.78,2012-03-27,538,678
11623,688,85.74,2013-10-13,12,293
11632,374,435.88,2013-01-12,361,386
11641,338,19.74,2013-04-16,427,631
11649,4,88.52,2014-03-11,969,1002
11662,66,386.69,2014-12-22,1034,13
11673,54,133.11,2014-04-29,1029,1089
11683,99,125.26,2014-08-16,424,90
11691,443,446.22,2013-09-08,252,41
11692,13,394.22,2012-08-05,63,183
11701,401,204.88,2015-01-15,337,1099
11702,347,385.23,2014-06-02,269,414
11711,16,265.04,2013-08-06,14,1093
11714,657,309.95,2012-07-09,476,572
11721,25,496.39,2013-11-13,341,265
11724,54,473.03,2013-04-15,71,790
11730,7,159.09,2013-07-19,775,1023
11735,11,135.69,2013-10-23,261,1106
11741,298,127.98,2013-08-19,810,1060
11744,29,476.22,2013-04-13,754,1099
11751,199,197.96,2013-10-20,316,113
11754,13,163.55,2014-11-27,981,31
11761,11,122.48,2012-10-12,533,298
11763,88,124.83,2014-10-13,1033,519
11770,352,396.24,2013-02-01,1163,35
11773,66,260.08,2015-01-27,334,76
11780,50,343.93,2013-08-28,169,695
11783,21,497.63,2012-05-29,425,1108
11789,61,393.07,2012-09-26,1199,606
11792,84,103.82,2014-11-20,642,1159
11803,321,490.45,2013-04-05,475,1067
11801,96,182.63,2015-01-21,713,89
11811,31,294.05,2012-06-07,693,452
